GT_Título,LLM_Título,Nível_GT,Nível_LLM,Similaridade,Caminho_GT,Caminho_LLM,Tamanho_GT,Tamanho_LLM
Deep Learning Packages,Declaration,Nível 2,Nível 2,0.508,Deep Learning Optimization at the Edge > Deep Learning Packages,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Declaration,1025,147
ASIC,References,Nível 3,Nível 2,0.508,Deep Learning Optimization at the Edge > Hardware System > ASIC,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,205,8779
Deep Learning Packages,Unconventional rock characterization using different NMR techniques,Nível 1,Nível 3,0.508,Deep Learning Packages,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Special topics > Unconventional rock characterization using different NMR techniques,1025,1950
Deep Learning Packages,Declaration,Nível 1,Nível 2,0.508,Deep Learning Packages,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Declaration,1025,147
ASIC,References,Nível 2,Nível 2,0.508,Hardware System > ASIC,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,205,8779
ASIC,References,Nível 1,Nível 2,0.508,ASIC,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,205,8779
Multi-domain Management and Cooperation,Permeability,Nível 3,Nível 3,0.508,Key Design Issues > Mobility Support > Multi-domain Management and Cooperation,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Permeability,127,552
Multi-domain Management and Cooperation,Permeability,Nível 2,Nível 3,0.508,Mobility Support > Multi-domain Management and Cooperation,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Permeability,127,552
Multi-domain Management and Cooperation,Permeability,Nível 1,Nível 3,0.508,Multi-domain Management and Cooperation,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Permeability,127,552
Firework,Two-dimensional NMR measurements,Nível 3,Nível 2,0.5073,root > Edge Computing Systems and Tools > Firework,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,979,780
Comparative Study,Emulsion droplet size determination using PFG NMR,Nível 3,Nível 3,0.5073,root > Open Source Edge Computing Projects > Comparative Study,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Special topics > Emulsion droplet size determination using PFG NMR,348,624
At the Middle Edge Server Layer,Evaluation of mud filtrate invasion characteristic,Nível 3,Nível 3,0.5073,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Middle Edge Server Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Special topics > Evaluation of mud filtrate invasion characteristic,90,1118
Computation offloading to edge servers or cloud,Two-dimensional NMR measurements,Nível 4,Nível 2,0.5073,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Bottom Device Layer > Computation offloading to edge servers or cloud,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,367,780
Systems and Toolkits,References,Nível 3,Nível 2,0.5073,root > Deep Learning Optimization at the Edge > Systems and Toolkits,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,550,8779
Hardware System,Two-dimensional NMR measurements,Nível 3,Nível 2,0.5073,root > Deep Learning Optimization at the Edge > Hardware System,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,31,780
ASIC,Permeability,Nível 4,Nível 3,0.5073,root > Deep Learning Optimization at the Edge > Hardware System > ASIC,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Permeability,205,552
Multi-domain Management and Cooperation,Two-dimensional NMR measurements,Nível 4,Nível 2,0.5073,root > Key Design Issues > Mobility Support > Multi-domain Management and Cooperation,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,127,780
Firework,Two-dimensional NMR measurements,Nível 2,Nível 2,0.5073,Edge Computing Systems and Tools > Firework,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,979,780
Firework,Two-dimensional NMR measurements,Nível 1,Nível 2,0.5073,Firework,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,979,780
Comparative Study,Emulsion droplet size determination using PFG NMR,Nível 2,Nível 3,0.5073,Open Source Edge Computing Projects > Comparative Study,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Special topics > Emulsion droplet size determination using PFG NMR,348,624
Comparative Study,Emulsion droplet size determination using PFG NMR,Nível 1,Nível 3,0.5073,Comparative Study,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Special topics > Emulsion droplet size determination using PFG NMR,348,624
At the Middle Edge Server Layer,Evaluation of mud filtrate invasion characteristic,Nível 2,Nível 3,0.5073,Enhancing Energy Efficiency of Edge Computing Systems > At the Middle Edge Server Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Special topics > Evaluation of mud filtrate invasion characteristic,90,1118
Computation offloading to edge servers or cloud,Two-dimensional NMR measurements,Nível 3,Nível 2,0.5073,Enhancing Energy Efficiency of Edge Computing Systems > At the Bottom Device Layer > Computation offloading to edge servers or cloud,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,367,780
At the Middle Edge Server Layer,Evaluation of mud filtrate invasion characteristic,Nível 1,Nível 3,0.5073,At the Middle Edge Server Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Special topics > Evaluation of mud filtrate invasion characteristic,90,1118
Computation offloading to edge servers or cloud,Two-dimensional NMR measurements,Nível 2,Nível 2,0.5073,At the Bottom Device Layer > Computation offloading to edge servers or cloud,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,367,780
Computation offloading to edge servers or cloud,Two-dimensional NMR measurements,Nível 1,Nível 2,0.5073,Computation offloading to edge servers or cloud,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,367,780
Systems and Toolkits,References,Nível 2,Nível 2,0.5073,Deep Learning Optimization at the Edge > Systems and Toolkits,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,550,8779
Hardware System,Two-dimensional NMR measurements,Nível 2,Nível 2,0.5073,Deep Learning Optimization at the Edge > Hardware System,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,31,780
ASIC,Permeability,Nível 3,Nível 3,0.5073,Deep Learning Optimization at the Edge > Hardware System > ASIC,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Permeability,205,552
Systems and Toolkits,References,Nível 1,Nível 2,0.5073,Systems and Toolkits,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,550,8779
Hardware System,Two-dimensional NMR measurements,Nível 1,Nível 2,0.5073,Hardware System,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,31,780
ASIC,Permeability,Nível 2,Nível 3,0.5073,Hardware System > ASIC,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Permeability,205,552
ASIC,Permeability,Nível 1,Nível 3,0.5073,ASIC,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Permeability,205,552
Multi-domain Management and Cooperation,Two-dimensional NMR measurements,Nível 3,Nível 2,0.5073,Key Design Issues > Mobility Support > Multi-domain Management and Cooperation,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,127,780
Multi-domain Management and Cooperation,Two-dimensional NMR measurements,Nível 2,Nível 2,0.5073,Mobility Support > Multi-domain Management and Cooperation,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,127,780
Multi-domain Management and Cooperation,Two-dimensional NMR measurements,Nível 1,Nível 2,0.5073,Multi-domain Management and Cooperation,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,127,780
FocusStack,Pore size distribution,Nível 3,Nível 3,0.507,root > Edge Computing Systems and Tools > FocusStack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Pore size distribution,555,792
System Architecture,Tar detection in carbonates,Nível 3,Nível 4,0.507,root > ParaDrop > System Architecture,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,588,491
Akraino Edge Stack,Geosteering and well placement optimization,Nível 3,Nível 4,0.507,root > Open Source Edge Computing Projects > Akraino Edge Stack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Geosteering and well placement optimization,352,816
Scalability,Future research directions,Nível 4,Nível 2,0.507,root > Open Source Edge Computing Projects > Comparative Study > Scalability,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,105,439
Scenarios,Future research directions,Nível 4,Nível 2,0.507,root > Open Source Edge Computing Projects > Comparative Study > Scenarios,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,471,439
At the Top Cloud Layer,Tar detection in carbonates,Nível 3,Nível 4,0.507,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,197,491
At the Middle Edge Server Layer,Concluding remarks,Nível 3,Nível 2,0.507,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Middle Edge Server Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Concluding remarks,90,564
Cost Model,Permeability,Nível 4,Nível 3,0.507,root > Key Design Issues > Mobility Support > Cost Model,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Permeability,105,552
FocusStack,Pore size distribution,Nível 2,Nível 3,0.507,Edge Computing Systems and Tools > FocusStack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Pore size distribution,555,792
FocusStack,Pore size distribution,Nível 1,Nível 3,0.507,FocusStack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Pore size distribution,555,792
System Architecture,Tar detection in carbonates,Nível 2,Nível 4,0.507,ParaDrop > System Architecture,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,588,491
System Architecture,Tar detection in carbonates,Nível 1,Nível 4,0.507,System Architecture,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,588,491
Akraino Edge Stack,Geosteering and well placement optimization,Nível 2,Nível 4,0.507,Open Source Edge Computing Projects > Akraino Edge Stack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Geosteering and well placement optimization,352,816
Scalability,Future research directions,Nível 3,Nível 2,0.507,Open Source Edge Computing Projects > Comparative Study > Scalability,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,105,439
Scenarios,Future research directions,Nível 3,Nível 2,0.507,Open Source Edge Computing Projects > Comparative Study > Scenarios,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,471,439
Akraino Edge Stack,Geosteering and well placement optimization,Nível 1,Nível 4,0.507,Akraino Edge Stack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Geosteering and well placement optimization,352,816
Scalability,Future research directions,Nível 2,Nível 2,0.507,Comparative Study > Scalability,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,105,439
Scenarios,Future research directions,Nível 2,Nível 2,0.507,Comparative Study > Scenarios,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,471,439
Scalability,Future research directions,Nível 1,Nível 2,0.507,Scalability,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,105,439
Scenarios,Future research directions,Nível 1,Nível 2,0.507,Scenarios,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,471,439
At the Top Cloud Layer,Tar detection in carbonates,Nível 2,Nível 4,0.507,Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,197,491
At the Middle Edge Server Layer,Concluding remarks,Nível 2,Nível 2,0.507,Enhancing Energy Efficiency of Edge Computing Systems > At the Middle Edge Server Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Concluding remarks,90,564
At the Top Cloud Layer,Tar detection in carbonates,Nível 1,Nível 4,0.507,At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,197,491
At the Middle Edge Server Layer,Concluding remarks,Nível 1,Nível 2,0.507,At the Middle Edge Server Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Concluding remarks,90,564
Cost Model,Permeability,Nível 3,Nível 3,0.507,Key Design Issues > Mobility Support > Cost Model,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Permeability,105,552
Cost Model,Permeability,Nível 2,Nível 3,0.507,Mobility Support > Cost Model,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Permeability,105,552
Cost Model,Permeability,Nível 1,Nível 3,0.507,Cost Model,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Permeability,105,552
Akraino Edge Stack,NMR applications in laboratory scale,Nível 3,Nível 2,0.5063,root > Open Source Edge Computing Projects > Akraino Edge Stack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in laboratory scale,352,664
Limitation,Declaration,Nível 4,Nível 2,0.5063,root > Open Source Edge Computing Projects > Comparative Study > Limitation,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Declaration,117,147
Scenarios,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,Nível 4,Nível 1,0.5063,root > Open Source Edge Computing Projects > Comparative Study > Scenarios,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,471,51
Green-energy powered sustainable computing,References,Nível 4,Nível 2,0.5063,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Middle Edge Server Layer > Green-energy powered sustainable computing,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,133,8779
Akraino Edge Stack,NMR applications in laboratory scale,Nível 2,Nível 2,0.5063,Open Source Edge Computing Projects > Akraino Edge Stack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in laboratory scale,352,664
Limitation,Declaration,Nível 3,Nível 2,0.5063,Open Source Edge Computing Projects > Comparative Study > Limitation,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Declaration,117,147
Scenarios,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,Nível 3,Nível 1,0.5063,Open Source Edge Computing Projects > Comparative Study > Scenarios,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,471,51
Akraino Edge Stack,NMR applications in laboratory scale,Nível 1,Nível 2,0.5063,Akraino Edge Stack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in laboratory scale,352,664
Limitation,Declaration,Nível 2,Nível 2,0.5063,Comparative Study > Limitation,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Declaration,117,147
Scenarios,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,Nível 2,Nível 1,0.5063,Comparative Study > Scenarios,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,471,51
Limitation,Declaration,Nível 1,Nível 2,0.5063,Limitation,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Declaration,117,147
Scenarios,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,Nível 1,Nível 1,0.5063,Scenarios,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,471,51
Green-energy powered sustainable computing,References,Nível 3,Nível 2,0.5063,Enhancing Energy Efficiency of Edge Computing Systems > At the Middle Edge Server Layer > Green-energy powered sustainable computing,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,133,8779
Green-energy powered sustainable computing,References,Nível 2,Nível 2,0.5063,At the Middle Edge Server Layer > Green-energy powered sustainable computing,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,133,8779
Green-energy powered sustainable computing,References,Nível 1,Nível 2,0.5063,Green-energy powered sustainable computing,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,133,8779
Firework,NMR theory,Nível 3,Nível 2,0.506,root > Edge Computing Systems and Tools > Firework,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR theory,979,370
Low-power system design and power management,Tar detection in carbonates,Nível 4,Nível 4,0.506,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Middle Edge Server Layer > Low-power system design and power management,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,289,491
FPGA-based Hardware,Abstract,Nível 4,Nível 2,0.506,root > Deep Learning Optimization at the Edge > Hardware System > FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Abstract,251,276
Privacy Protection,References,Nível 4,Nível 2,0.506,root > Key Design Issues > Mobility Support > Privacy Protection,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,111,8779
Compatibility,References,Nível 4,Nível 2,0.506,root > Key Design Issues > Mobility Support > Compatibility,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,107,8779
Firework,NMR theory,Nível 2,Nível 2,0.506,Edge Computing Systems and Tools > Firework,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR theory,979,370
Firework,NMR theory,Nível 1,Nível 2,0.506,Firework,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR theory,979,370
Low-power system design and power management,Tar detection in carbonates,Nível 3,Nível 4,0.506,Enhancing Energy Efficiency of Edge Computing Systems > At the Middle Edge Server Layer > Low-power system design and power management,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,289,491
Low-power system design and power management,Tar detection in carbonates,Nível 2,Nível 4,0.506,At the Middle Edge Server Layer > Low-power system design and power management,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,289,491
Low-power system design and power management,Tar detection in carbonates,Nível 1,Nível 4,0.506,Low-power system design and power management,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,289,491
FPGA-based Hardware,Abstract,Nível 3,Nível 2,0.506,Deep Learning Optimization at the Edge > Hardware System > FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Abstract,251,276
FPGA-based Hardware,Abstract,Nível 2,Nível 2,0.506,Hardware System > FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Abstract,251,276
FPGA-based Hardware,Abstract,Nível 1,Nível 2,0.506,FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Abstract,251,276
Privacy Protection,References,Nível 3,Nível 2,0.506,Key Design Issues > Mobility Support > Privacy Protection,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,111,8779
Compatibility,References,Nível 3,Nível 2,0.506,Key Design Issues > Mobility Support > Compatibility,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,107,8779
Privacy Protection,References,Nível 2,Nível 2,0.506,Mobility Support > Privacy Protection,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,111,8779
Compatibility,References,Nível 2,Nível 2,0.506,Mobility Support > Compatibility,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,107,8779
Privacy Protection,References,Nível 1,Nível 2,0.506,Privacy Protection,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,111,8779
Compatibility,References,Nível 1,Nível 2,0.506,Compatibility,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,107,8779
ParaDrop,NMR applications in laboratory scale,Nível 3,Nível 2,0.5054,root > Edge Computing Systems and Tools > ParaDrop,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in laboratory scale,395,664
ParaDrop Developer Workflow,NMR applications in field scale,Nível 3,Nível 2,0.5054,root > ParaDrop > ParaDrop Developer Workflow,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale,286,464
CORD,Enhanced oil recovery applications,Nível 3,Nível 2,0.5054,root > Open Source Edge Computing Projects > CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Enhanced oil recovery applications,590,1519
Enhancing Energy Efficiency of Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,Nível 2,Nível 1,0.5054,root > Enhancing Energy Efficiency of Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,84,51
Enhancing Energy Efficiency of Edge Computing Systems,NMR theory,Nível 2,Nível 2,0.5054,root > Enhancing Energy Efficiency of Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR theory,84,370
ParaDrop,NMR applications in laboratory scale,Nível 2,Nível 2,0.5054,Edge Computing Systems and Tools > ParaDrop,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in laboratory scale,395,664
ParaDrop,NMR applications in laboratory scale,Nível 1,Nível 2,0.5054,ParaDrop,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in laboratory scale,395,664
ParaDrop Developer Workflow,NMR applications in field scale,Nível 2,Nível 2,0.5054,ParaDrop > ParaDrop Developer Workflow,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale,286,464
ParaDrop Developer Workflow,NMR applications in field scale,Nível 1,Nível 2,0.5054,ParaDrop Developer Workflow,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale,286,464
CORD,Enhanced oil recovery applications,Nível 2,Nível 2,0.5054,Open Source Edge Computing Projects > CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Enhanced oil recovery applications,590,1519
CORD,Enhanced oil recovery applications,Nível 1,Nível 2,0.5054,CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Enhanced oil recovery applications,590,1519
Enhancing Energy Efficiency of Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,Nível 1,Nível 1,0.5054,Enhancing Energy Efficiency of Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,84,51
Enhancing Energy Efficiency of Edge Computing Systems,NMR theory,Nível 1,Nível 2,0.5054,Enhancing Energy Efficiency of Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR theory,84,370
Cachier and Precog,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,Nível 3,Nível 1,0.505,root > Edge Computing Systems and Tools > Cachier and Precog,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,649,51
Akraino Edge Stack,Tar detection in carbonates,Nível 3,Nível 4,0.505,root > Open Source Edge Computing Projects > Akraino Edge Stack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,352,491
Akraino Edge Stack,Future research directions,Nível 3,Nível 2,0.505,root > Open Source Edge Computing Projects > Akraino Edge Stack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,352,439
Target user,Declaration,Nível 4,Nível 2,0.505,root > Open Source Edge Computing Projects > Comparative Study > Target user,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Declaration,62,147
At the Top Cloud Layer,Abstract,Nível 3,Nível 2,0.505,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Abstract,197,276
ASIC,Pore size distribution,Nível 4,Nível 3,0.505,root > Deep Learning Optimization at the Edge > Hardware System > ASIC,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Pore size distribution,205,792
