GT_Título,LLM_Título,Nível_GT,Nível_LLM,Similaridade,Caminho_GT,Caminho_LLM,Tamanho_GT,Tamanho_LLM
Pure Transformer,5.4 Video Understanding,Nível 4,Nível 3,0.809,root > Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,1415,694
Transformer with Convolution,3.5 Enhancing Efficiency with Uniform Attention,Nível 4,Nível 3,0.809,root > Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.5 Enhancing Efficiency with Uniform Attention,425,613
Pruning and Decomposition,1.1 Historical Context and Development,Nível 4,Nível 3,0.809,root > Vision Transformer > Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,479,507
Pure Transformer,5.4 Video Understanding,Nível 3,Nível 3,0.809,Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,1415,694
Transformer with Convolution,3.5 Enhancing Efficiency with Uniform Attention,Nível 3,Nível 3,0.809,Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.5 Enhancing Efficiency with Uniform Attention,425,613
Pruning and Decomposition,1.1 Historical Context and Development,Nível 3,Nível 3,0.809,Vision Transformer > Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,479,507
Pure Transformer,5.4 Video Understanding,Nível 2,Nível 3,0.809,Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,1415,694
Transformer with Convolution,3.5 Enhancing Efficiency with Uniform Attention,Nível 2,Nível 3,0.809,Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.5 Enhancing Efficiency with Uniform Attention,425,613
Pure Transformer,5.4 Video Understanding,Nível 1,Nível 3,0.809,Pure Transformer,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,1415,694
Transformer with Convolution,3.5 Enhancing Efficiency with Uniform Attention,Nível 1,Nível 3,0.809,Transformer with Convolution,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.5 Enhancing Efficiency with Uniform Attention,425,613
Pruning and Decomposition,1.1 Historical Context and Development,Nível 2,Nível 3,0.809,Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,479,507
Pruning and Decomposition,1.1 Historical Context and Development,Nível 1,Nível 3,0.809,Pruning and Decomposition,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,479,507
Pure Transformer,2.7 Global Dependencies with GrafT,Nível 4,Nível 3,0.8086,root > Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.7 Global Dependencies with GrafT,1415,591
Self-supervised Representation Learning,2.8 Discrete Representations for Robustness,Nível 4,Nível 3,0.8086,root > Vision Transformer > Backbone for Representation Learning > Self-supervised Representation Learning,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.8 Discrete Representations for Robustness,982,925
Pure Transformer,2.7 Global Dependencies with GrafT,Nível 3,Nível 3,0.8086,Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.7 Global Dependencies with GrafT,1415,591
Self-supervised Representation Learning,2.8 Discrete Representations for Robustness,Nível 3,Nível 3,0.8086,Vision Transformer > Backbone for Representation Learning > Self-supervised Representation Learning,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.8 Discrete Representations for Robustness,982,925
Pure Transformer,2.7 Global Dependencies with GrafT,Nível 2,Nível 3,0.8086,Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.7 Global Dependencies with GrafT,1415,591
Self-supervised Representation Learning,2.8 Discrete Representations for Robustness,Nível 2,Nível 3,0.8086,Backbone for Representation Learning > Self-supervised Representation Learning,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.8 Discrete Representations for Robustness,982,925
Pure Transformer,2.7 Global Dependencies with GrafT,Nível 1,Nível 3,0.8086,Pure Transformer,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.7 Global Dependencies with GrafT,1415,591
Self-supervised Representation Learning,2.8 Discrete Representations for Robustness,Nível 1,Nível 3,0.8086,Self-supervised Representation Learning,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.8 Discrete Representations for Robustness,982,925
Pure Transformer,Versatility and Limitations,Nível 4,Nível 3,0.808,root > Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Versatility and Limitations,1415,180
Pure Transformer,Versatility and Limitations,Nível 3,Nível 3,0.808,Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Versatility and Limitations,1415,180
Pure Transformer,Versatility and Limitations,Nível 2,Nível 3,0.808,Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Versatility and Limitations,1415,180
Pure Transformer,Versatility and Limitations,Nível 1,Nível 3,0.808,Pure Transformer,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Versatility and Limitations,1415,180
Discussions,1.2 Key Concepts and Architecture Overview,Nível 4,Nível 3,0.8076,root > Vision Transformer > Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,117,580
Generic Object Detection,5.1 Image Classification,Nível 4,Nível 3,0.8076,root > Vision Transformer > High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,1866,574
Discussions,Visual Grounding,Nível 4,Nível 3,0.8076,root > Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Visual Grounding,197,175
Conclusions and Discussions,3.4 Data Requirements and Learning Flexibility,Nível 2,Nível 3,0.8076,root > Conclusions and Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,104,755
Conclusions and Discussions,5.4 Video Understanding,Nível 2,Nível 3,0.8076,root > Conclusions and Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,104,694
Future Prospects,6.1 Interpretability Issues,Nível 3,Nível 3,0.8076,root > Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,2535,652
Discussions,1.2 Key Concepts and Architecture Overview,Nível 3,Nível 3,0.8076,Vision Transformer > Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,117,580
Generic Object Detection,5.1 Image Classification,Nível 3,Nível 3,0.8076,Vision Transformer > High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,1866,574
Discussions,Visual Grounding,Nível 3,Nível 3,0.8076,Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Visual Grounding,197,175
Discussions,1.2 Key Concepts and Architecture Overview,Nível 2,Nível 3,0.8076,Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,117,580
Discussions,1.2 Key Concepts and Architecture Overview,Nível 1,Nível 3,0.8076,Discussions,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,117,580
Generic Object Detection,5.1 Image Classification,Nível 2,Nível 3,0.8076,High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,1866,574
Discussions,Visual Grounding,Nível 2,Nível 3,0.8076,High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Visual Grounding,197,175
Generic Object Detection,5.1 Image Classification,Nível 1,Nível 3,0.8076,Generic Object Detection,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.1 Image Classification,1866,574
Discussions,Visual Grounding,Nível 1,Nível 3,0.8076,Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Visual Grounding,197,175
Conclusions and Discussions,3.4 Data Requirements and Learning Flexibility,Nível 1,Nível 3,0.8076,Conclusions and Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,104,755
Conclusions and Discussions,5.4 Video Understanding,Nível 1,Nível 3,0.8076,Conclusions and Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,104,694
Future Prospects,6.1 Interpretability Issues,Nível 2,Nível 3,0.8076,Conclusions and Discussions > Future Prospects,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,2535,652
Future Prospects,6.1 Interpretability Issues,Nível 1,Nível 3,0.8076,Future Prospects,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,2535,652
Transformer with Convolution,2.1 Global Aggregation in ViTs,Nível 4,Nível 3,0.8066,root > Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.1 Global Aggregation in ViTs,425,514
Transformer with Convolution,2.1 Global Aggregation in ViTs,Nível 3,Nível 3,0.8066,Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.1 Global Aggregation in ViTs,425,514
Transformer with Convolution,2.1 Global Aggregation in ViTs,Nível 2,Nível 3,0.8066,Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.1 Global Aggregation in ViTs,425,514
Transformer with Convolution,2.1 Global Aggregation in ViTs,Nível 1,Nível 3,0.8066,Transformer with Convolution,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.1 Global Aggregation in ViTs,425,514
Generic Object Detection,3.4 Data Requirements and Learning Flexibility,Nível 4,Nível 3,0.806,root > Vision Transformer > High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,1866,755
Image Generation,References,Nível 4,Nível 2,0.806,root > Vision Transformer > Low-level Vision > Image Generation,A Survey on Visual Transformers > References,669,642
Compact Architecture Design,References,Nível 4,Nível 2,0.806,root > Vision Transformer > Efficient Transformer > Compact Architecture Design,A Survey on Visual Transformers > References,369,642
Conclusions and Discussions,2.5 Mobile Deployment Strategies,Nível 2,Nível 3,0.806,root > Conclusions and Discussions,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.5 Mobile Deployment Strategies,104,862
Generic Object Detection,3.4 Data Requirements and Learning Flexibility,Nível 3,Nível 3,0.806,Vision Transformer > High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,1866,755
Image Generation,References,Nível 3,Nível 2,0.806,Vision Transformer > Low-level Vision > Image Generation,A Survey on Visual Transformers > References,669,642
Compact Architecture Design,References,Nível 3,Nível 2,0.806,Vision Transformer > Efficient Transformer > Compact Architecture Design,A Survey on Visual Transformers > References,369,642
Generic Object Detection,3.4 Data Requirements and Learning Flexibility,Nível 2,Nível 3,0.806,High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,1866,755
Generic Object Detection,3.4 Data Requirements and Learning Flexibility,Nível 1,Nível 3,0.806,Generic Object Detection,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,1866,755
Image Generation,References,Nível 2,Nível 2,0.806,Low-level Vision > Image Generation,A Survey on Visual Transformers > References,669,642
Image Generation,References,Nível 1,Nível 2,0.806,Image Generation,A Survey on Visual Transformers > References,669,642
Compact Architecture Design,References,Nível 2,Nível 2,0.806,Efficient Transformer > Compact Architecture Design,A Survey on Visual Transformers > References,369,642
Compact Architecture Design,References,Nível 1,Nível 2,0.806,Compact Architecture Design,A Survey on Visual Transformers > References,369,642
Conclusions and Discussions,2.5 Mobile Deployment Strategies,Nível 1,Nível 3,0.806,Conclusions and Discussions,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.5 Mobile Deployment Strategies,104,862
Backbone for Representation Learning,5.6 Multi-Modal and Cross-Modal Tasks,Nível 3,Nível 3,0.8057,root > Vision Transformer > Backbone for Representation Learning,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.6 Multi-Modal and Cross-Modal Tasks,195,72
Discussions,1.1 Historical Context and Development,Nível 4,Nível 3,0.8057,root > Vision Transformer > Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,117,507
Image Generation,2.9 Convolutions in Vision Transformers,Nível 4,Nível 3,0.8057,root > Vision Transformer > Low-level Vision > Image Generation,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,669,710
Backbone for Representation Learning,5.6 Multi-Modal and Cross-Modal Tasks,Nível 2,Nível 3,0.8057,Vision Transformer > Backbone for Representation Learning,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.6 Multi-Modal and Cross-Modal Tasks,195,72
Discussions,1.1 Historical Context and Development,Nível 3,Nível 3,0.8057,Vision Transformer > Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,117,507
Image Generation,2.9 Convolutions in Vision Transformers,Nível 3,Nível 3,0.8057,Vision Transformer > Low-level Vision > Image Generation,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,669,710
Backbone for Representation Learning,5.6 Multi-Modal and Cross-Modal Tasks,Nível 1,Nível 3,0.8057,Backbone for Representation Learning,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.6 Multi-Modal and Cross-Modal Tasks,195,72
Discussions,1.1 Historical Context and Development,Nível 2,Nível 3,0.8057,Backbone for Representation Learning > Discussions,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,117,507
Discussions,1.1 Historical Context and Development,Nível 1,Nível 3,0.8057,Discussions,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,117,507
Image Generation,2.9 Convolutions in Vision Transformers,Nível 2,Nível 3,0.8057,Low-level Vision > Image Generation,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,669,710
Image Generation,2.9 Convolutions in Vision Transformers,Nível 1,Nível 3,0.8057,Image Generation,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,669,710
Backbone for Representation Learning,6.1 Interpretability Issues,Nível 3,Nível 3,0.805,root > Vision Transformer > Backbone for Representation Learning,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,195,652
Transformer with Convolution,3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,Nível 4,Nível 3,0.805,root > Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,425,783
Image Processing,1.2 Key Concepts and Architecture Overview,Nível 4,Nível 3,0.805,root > Vision Transformer > Low-level Vision > Image Processing,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,688,580
Compact Architecture Design,1.1 Historical Context and Development,Nível 4,Nível 3,0.805,root > Vision Transformer > Efficient Transformer > Compact Architecture Design,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,369,507
Conclusions and Discussions,6.4 Future Research Directions,Nível 2,Nível 3,0.805,root > Conclusions and Discussions,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.4 Future Research Directions,104,870
Conclusions and Discussions,References,Nível 2,Nível 2,0.805,root > Conclusions and Discussions,A Survey on Visual Transformers > References,104,642
Backbone for Representation Learning,6.1 Interpretability Issues,Nível 2,Nível 3,0.805,Vision Transformer > Backbone for Representation Learning,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,195,652
Transformer with Convolution,3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,Nível 3,Nível 3,0.805,Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,425,783
Image Processing,1.2 Key Concepts and Architecture Overview,Nível 3,Nível 3,0.805,Vision Transformer > Low-level Vision > Image Processing,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,688,580
Compact Architecture Design,1.1 Historical Context and Development,Nível 3,Nível 3,0.805,Vision Transformer > Efficient Transformer > Compact Architecture Design,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,369,507
Backbone for Representation Learning,6.1 Interpretability Issues,Nível 1,Nível 3,0.805,Backbone for Representation Learning,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.1 Interpretability Issues,195,652
Transformer with Convolution,3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,Nível 2,Nível 3,0.805,Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,425,783
Transformer with Convolution,3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,Nível 1,Nível 3,0.805,Transformer with Convolution,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,425,783
Image Processing,1.2 Key Concepts and Architecture Overview,Nível 2,Nível 3,0.805,Low-level Vision > Image Processing,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,688,580
Image Processing,1.2 Key Concepts and Architecture Overview,Nível 1,Nível 3,0.805,Image Processing,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,688,580
Compact Architecture Design,1.1 Historical Context and Development,Nível 2,Nível 3,0.805,Efficient Transformer > Compact Architecture Design,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,369,507
Compact Architecture Design,1.1 Historical Context and Development,Nível 1,Nível 3,0.805,Compact Architecture Design,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,369,507
Conclusions and Discussions,6.4 Future Research Directions,Nível 1,Nível 3,0.805,Conclusions and Discussions,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.4 Future Research Directions,104,870
Conclusions and Discussions,References,Nível 1,Nível 2,0.805,Conclusions and Discussions,A Survey on Visual Transformers > References,104,642
Pure Transformer,6.2 Computational Costs,Nível 4,Nível 3,0.8047,root > Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.2 Computational Costs,1415,691
Discussions,5.4 Video Understanding,Nível 4,Nível 3,0.8047,root > Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,197,694
Multi-Modal Tasks,5.6 Multi-Modal and Cross-Modal Tasks,Nível 3,Nível 3,0.8047,root > Vision Transformer > Multi-Modal Tasks,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.6 Multi-Modal and Cross-Modal Tasks,717,72
Challenges,5.6 Multi-Modal and Cross-Modal Tasks,Nível 3,Nível 3,0.8047,root > Conclusions and Discussions > Challenges,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.6 Multi-Modal and Cross-Modal Tasks,396,72
Pure Transformer,6.2 Computational Costs,Nível 3,Nível 3,0.8047,Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.2 Computational Costs,1415,691
Discussions,5.4 Video Understanding,Nível 3,Nível 3,0.8047,Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,197,694
Multi-Modal Tasks,5.6 Multi-Modal and Cross-Modal Tasks,Nível 2,Nível 3,0.8047,Vision Transformer > Multi-Modal Tasks,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.6 Multi-Modal and Cross-Modal Tasks,717,72
Pure Transformer,6.2 Computational Costs,Nível 2,Nível 3,0.8047,Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.2 Computational Costs,1415,691
Pure Transformer,6.2 Computational Costs,Nível 1,Nível 3,0.8047,Pure Transformer,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.2 Computational Costs,1415,691
Discussions,5.4 Video Understanding,Nível 2,Nível 3,0.8047,High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,197,694
Discussions,5.4 Video Understanding,Nível 1,Nível 3,0.8047,Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,197,694
Multi-Modal Tasks,5.6 Multi-Modal and Cross-Modal Tasks,Nível 1,Nível 3,0.8047,Multi-Modal Tasks,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.6 Multi-Modal and Cross-Modal Tasks,717,72
Challenges,5.6 Multi-Modal and Cross-Modal Tasks,Nível 2,Nível 3,0.8047,Conclusions and Discussions > Challenges,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.6 Multi-Modal and Cross-Modal Tasks,396,72
Challenges,5.6 Multi-Modal and Cross-Modal Tasks,Nível 1,Nível 3,0.8047,Challenges,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.6 Multi-Modal and Cross-Modal Tasks,396,72
Formulation of Transformer,3.6 Theoretical Foundations of Spatial Structure Learning,Nível 2,Nível 3,0.8037,root > Formulation of Transformer,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.6 Theoretical Foundations of Spatial Structure Learning,105,768
Transformer with Convolution,2.10 Hierarchical Pooling Mechanisms,Nível 4,Nível 3,0.8037,root > Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.10 Hierarchical Pooling Mechanisms,425,963
Transformer with Convolution,3.7 Residual Attention Learning for Robustness,Nível 4,Nível 3,0.8037,root > Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.7 Residual Attention Learning for Robustness,425,744
Pruning and Decomposition,4.2 Autoencoder-Based Learning Solutions,Nível 4,Nível 3,0.8037,root > Vision Transformer > Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > 4.2 Autoencoder-Based Learning Solutions,479,790
Formulation of Transformer,3.6 Theoretical Foundations of Spatial Structure Learning,Nível 1,Nível 3,0.8037,Formulation of Transformer,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.6 Theoretical Foundations of Spatial Structure Learning,105,768
Transformer with Convolution,2.10 Hierarchical Pooling Mechanisms,Nível 3,Nível 3,0.8037,Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.10 Hierarchical Pooling Mechanisms,425,963
Transformer with Convolution,3.7 Residual Attention Learning for Robustness,Nível 3,Nível 3,0.8037,Vision Transformer > Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.7 Residual Attention Learning for Robustness,425,744
Pruning and Decomposition,4.2 Autoencoder-Based Learning Solutions,Nível 3,Nível 3,0.8037,Vision Transformer > Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > 4.2 Autoencoder-Based Learning Solutions,479,790
Transformer with Convolution,2.10 Hierarchical Pooling Mechanisms,Nível 2,Nível 3,0.8037,Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.10 Hierarchical Pooling Mechanisms,425,963
Transformer with Convolution,3.7 Residual Attention Learning for Robustness,Nível 2,Nível 3,0.8037,Backbone for Representation Learning > Transformer with Convolution,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.7 Residual Attention Learning for Robustness,425,744
Transformer with Convolution,2.10 Hierarchical Pooling Mechanisms,Nível 1,Nível 3,0.8037,Transformer with Convolution,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.10 Hierarchical Pooling Mechanisms,425,963
Transformer with Convolution,3.7 Residual Attention Learning for Robustness,Nível 1,Nível 3,0.8037,Transformer with Convolution,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.7 Residual Attention Learning for Robustness,425,744
Pruning and Decomposition,4.2 Autoencoder-Based Learning Solutions,Nível 2,Nível 3,0.8037,Efficient Transformer > Pruning and Decomposition,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > 4.2 Autoencoder-Based Learning Solutions,479,790
Pruning and Decomposition,4.2 Autoencoder-Based Learning Solutions,Nível 1,Nível 3,0.8037,Pruning and Decomposition,A Survey on Visual Transformers > 4 Methods for Interpretation and Visualization > 4.2 Autoencoder-Based Learning Solutions,479,790
Self-supervised Representation Learning,1.4 Inductive Biases and Data Requirements,Nível 4,Nível 3,0.803,root > Vision Transformer > Backbone for Representation Learning > Self-supervised Representation Learning,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.4 Inductive Biases and Data Requirements,982,931
Image Processing,3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,Nível 4,Nível 3,0.803,root > Vision Transformer > Low-level Vision > Image Processing,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,688,783
Conclusions and Discussions,5.6 Multi-Modal and Cross-Modal Tasks,Nível 2,Nível 3,0.803,root > Conclusions and Discussions,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.6 Multi-Modal and Cross-Modal Tasks,104,72
Self-supervised Representation Learning,1.4 Inductive Biases and Data Requirements,Nível 3,Nível 3,0.803,Vision Transformer > Backbone for Representation Learning > Self-supervised Representation Learning,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.4 Inductive Biases and Data Requirements,982,931
Image Processing,3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,Nível 3,Nível 3,0.803,Vision Transformer > Low-level Vision > Image Processing,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.2 Scale-Invariant Feature Transforms (SIFT) for Enhanced Interpretability,688,783
